"Attributionplacedemarche";"Referencearticle";"code_barre_ean";"ean_ve";"Titreannonce";"Descriptionarticle";"Descriptiondetailleearticle";"MotclefMarque";"Photo";"Photo2";"Photo3";"Photo4";"Photo5";"Photo6";"Photo7";"Photo8";"Photo9";"Photo10";"Monnaie";"TVAenpourcent";"Nombre_de_piece_par_unite_demballage";"Quantite_minimale_en_unite_demballage";"Prixnet_par_piece";"rabais_promotion";"Volumedegressif1";"Prixdegressif1";"Volumedegressif2";"Prixdegressif2";"Volumedegressif3";"Prixdegressif3";"Quantite_disponible_en_unite_demballage";"Recommandation_de_prix";"Boutique_Identificateurproduit1";"Boutique_Identificateurproduit2";"Boutique_Identificateurproduit3";"Echeance_le";"Poids";"collection";"statistical_number";"country_of_origin";"dangerous_goods";"energyEfficiency";"energyEffImage";"weightNetPcP";"weightGrossPcP";"volumeGrossPcP";"lengthPU";"widthPU";"heightPU";"lengthPc";"widthPc";"heightPc";"puPallet";"puLayerPallet";"hazardCode";"hazardName";"flashPoint";"electroClassification";"isBatterieIncluded";"isLithium";"VocPerc";"isFood";"color";"material";"charge";"mhd";"GPSRIsRequired";"certificate_CE";"certificate_additional";"availableLanguages";"producerName";"producerAddress";"productManagerEMail";"operatingInstructions";"instructionsDocument1";"instructionsDocument2";"instructionsDocument3";"warningNote";"warningNote1";"warningNote2";"warningNote3"
"fr";"HG-8087BLU";"";"";"Herzberg Turbo Charger Showerhead (Blue1)";"Le pommeau de douche Herzberg Turbo Charger avec douchette possède une structure interne et une technologie d'admission d'air destinées à modifier la sortie de l'eau. La fiche indique que cette conception rend le jet plus fin et plus dense et peut augmenter la vitesse du débit. Elle annonce également une hausse de pression de 200 % et une économie d'eau pouvant atteindre 30 % ; ces performances doivent être vérifiées selon les conditions d'installation et les documents disponibles. Le modèle comprend une douchette et un filtre indiqué dans la fiche. Caractéristiques : Matériau indiqué comme haute qualité Facile à nettoyer Installation simple selon la fiche 100 trous de sortie d'eau Conception à hélice Permet de rincer rapidement les résidus de savon selon la fiche La conception à hélice est destinée à augmenter la vitesse du débit d'eau La douchette peut être orientée vers la position souhaitée pour une utilisation mains libres à l'angle choisi Filtre en coton PP haute densité";"Le pommeau de douche Herzberg Turbo Charger avec douchette possède une structure interne et une technologie d'admission d'air destinées à modifier la sortie de l'eau. La fiche indique que cette conception rend le jet plus fin et plus dense et peut augmenter la vitesse du débit. Elle annonce également une hausse de pression de 200 % et une économie d'eau pouvant atteindre 30 % ; ces performances doivent être vérifiées selon les conditions d'installation et les documents disponibles. Le modèle comprend une douchette et un filtre indiqué dans la fiche. Caractéristiques : Matériau indiqué comme haute qualité Facile à nettoyer Installation simple selon la fiche 100 trous de sortie d'eau Conception à hélice Permet de rincer rapidement les résidus de savon selon la fiche La conception à hélice est destinée à augmenter la vitesse du débit d'eau La douchette peut être orientée vers la position souhaitée pour une utilisation mains libres à l'angle choisi Filtre en coton PP haute densité";"";"https://www.msy.be/web/image/product.template/3564/image_1920";"https://www.msy.be/web/image/product.image/36592/image_1920";"https://www.msy.be/web/image/product.image/36593/image_1920";"";"";"";"";"";"";"";"EUR";"21";"1";"1";"4.50";"";"";"";"";"";"";"";"547";"29.99";"Maison et vie";"Accessoires de salle de bain";"";"";"0.00";"";"39249000";"CN";"0";"";"";"0.00";"0.00";"";"27.0";"6.0";"8.0";"27.0";"6.0";"8.0";"";"";"";"";"";"";"";"";"";"0";"";"";"";"";"1";"";"";"FR, NL, DE, EN";"MSY Invest";"Belgium";"info@msy.be";"";"";"";"";"";"";"";""
"fr";"HG-8070";"5404035000168";"";"Hezberg HG-8070 : sèche-linge électrique pour vête";"Hezberg HG-8070 : sèche-linge électrique pour vêtements Fini les odeurs désagréables et le risque de moisissure pour les vêtements fraîchement lavés pendant les jours de pluie. Herzberg présente le HG-8070, un étendoir électrique avec ailes pliables. Fabriqué en acier de qualité avec une finition thermolaquée résistante à la chaleur, il offre une surface non corrosive et résistante à la rouille qui s'intègre facilement à la décoration. Cet étendoir électrique possède 8 tubes chauffants contrôlés par un thermostat fiable pour fournir une chaleur régulière aux textiles. Sa conception autoportante permet de le déplacer dans la maison. Sa construction robuste supporte 10 kg de vêtements, ailes extensibles comprises. Son design moderne et pratique offre une puissance de déshumidification et de séchage de 120 W ; il peut sécher les serviettes en 2 heures et une chemise normale en 4 heures selon les conditions. Ce mécanisme simple apporte une solution pratique au linge et à la famille tout";"Hezberg HG-8070 : sèche-linge électrique pour vêtements Fini les odeurs désagréables et le risque de moisissure pour les vêtements fraîchement lavés pendant les jours de pluie. Herzberg présente le HG-8070, un étendoir électrique avec ailes pliables. Fabriqué en acier de qualité avec une finition thermolaquée résistante à la chaleur, il offre une surface non corrosive et résistante à la rouille qui s'intègre facilement à la décoration. Cet étendoir électrique possède 8 tubes chauffants contrôlés par un thermostat fiable pour fournir une chaleur régulière aux textiles. Sa conception autoportante permet de le déplacer dans la maison. Sa construction robuste supporte 10 kg de vêtements, ailes extensibles comprises. Son design moderne et pratique offre une puissance de déshumidification et de séchage de 120 W ; il peut sécher les serviettes en 2 heures et une chemise normale en 4 heures selon les conditions. Ce mécanisme simple apporte une solution pratique au linge et à la famille tout";"Hezberg Textile";"https://www.msy.be/web/image/product.template/2430/image_1920";"https://www.msy.be/web/image/product.image/27666/image_1920";"https://www.msy.be/web/image/product.image/27670/image_1920";"https://www.msy.be/web/image/product.image/27673/image_1920";"https://www.msy.be/web/image/product.image/27676/image_1920";"";"";"";"";"";"EUR";"21";"1";"1";"28.00";"";"";"";"";"";"";"";"372";"129.00";"Appareils électroménagers";"Entretien des vêtements";"";"";"2.70";"";"85167970";"CN";"0";"";"";"2.70";"2.70";"36.250";"53.0";"114.0";"6.0";"53.0";"114.0";"6.0";"";"";"";"";"";"";"";"";"";"0";"";"";"";"";"1";"";"";"FR, NL, DE, EN";"MSY Invest";"Belgium";"info@msy.be";"";"";"";"";"";"";"";""
"fr";"GI-018532";"3574590185326";"";"Housse de protection de siège imperméable Wellys";"Wellys® GI-018532 : housse de protection de siège imperméable Coussin de siège imperméable Wellys®. Cette protection discrète convient aux canapés et fauteuils et peut être utilisée à la maison, en voyage, dans un fauteuil roulant ou dans une voiture. Elle forme une couche supplémentaire entre l'utilisateur et le siège et aide à limiter les taches sur le mobilier. Son rembourrage est conçu pour rester confortable. Protection de siège « imperméable » Aide à limiter les taches sur le canapé et le fauteuil La surface rembourrée apporte du confort tandis que les couches intérieures assurent une absorption efficace Accessoire adapté aux fauteuils roulants, aux voitures, à la maison et en déplacement Lavable en machine (30 °C) Dim. : 53 x 50 cm Matériau : 100 % polyester (dessus), PVC (dessous).";"Wellys® GI-018532 : housse de protection de siège imperméable Coussin de siège imperméable Wellys®. Cette protection discrète convient aux canapés et fauteuils et peut être utilisée à la maison, en voyage, dans un fauteuil roulant ou dans une voiture. Elle forme une couche supplémentaire entre l'utilisateur et le siège et aide à limiter les taches sur le mobilier. Son rembourrage est conçu pour rester confortable. Protection de siège « imperméable » Aide à limiter les taches sur le canapé et le fauteuil La surface rembourrée apporte du confort tandis que les couches intérieures assurent une absorption efficace Accessoire adapté aux fauteuils roulants, aux voitures, à la maison et en déplacement Lavable en machine (30 °C) Dim. : 53 x 50 cm Matériau : 100 % polyester (dessus), PVC (dessous).";"Wellys";"https://www.msy.be/web/image/product.template/2686/image_1920";"https://www.msy.be/web/image/product.image/29523/image_1920";"https://www.msy.be/web/image/product.image/29530/image_1920";"https://www.msy.be/web/image/product.image/29534/image_1920";"https://www.msy.be/web/image/product.image/29538/image_1920";"";"";"";"";"";"EUR";"21";"1";"1";"4.32";"";"";"";"";"";"";"";"54";"26.14";"Beauté et bien-être";"Santé et aides médicales";"";"";"0.11";"";"58110000";"CN";"0";"";"";"0.11";"0.11";"1.130";"27.0";"14.0";"3.0";"27.0";"14.0";"3.0";"";"";"";"";"";"";"";"";"";"0";"";"";"";"";"1";"";"";"FR, NL, DE, EN";"MSY Invest";"Belgium";"info@msy.be";"";"";"";"";"";"";"";""
"fr";"HG-8113DW";"5404035000892";"";"Humidificateur d'air et diffuseur d'huiles essenti";"Cet humidificateur et diffuseur d'huiles essentielles Herzberg utilise des ondes ultrasoniques pour diffuser l'eau et les huiles essentielles du réservoir sous forme de brume. Il peut servir à humidifier l'air ou à créer une ambiance parfumée dans une pièce. Utilisez uniquement les liquides compatibles et suivez la notice du fabricant. Caractéristiques : Pour l'entretien de l'humidité intérieure : la formulation liée à la santé de la famille dans le texte source n'est pas reprise comme une promesse médicale. Format compact et soigné Base antidérapante indiquée comme sûre Réservoir d'eau indiqué comme résistant à la corrosion La promesse d'hydratation de la peau n'est pas reprise ; l'appareil est décrit uniquement comme humidificateur et diffuseur. Fonction d'humidification ultrasonique Brume réglable selon le modèle Diffusion d'arômes Fonctionnement silencieux selon la fiche Spécifications : Marque : Herzberg Matériaux : PC et polypropylène Bouton tactile : oui Capacité du réservoir";"Cet humidificateur et diffuseur d'huiles essentielles Herzberg utilise des ondes ultrasoniques pour diffuser l'eau et les huiles essentielles du réservoir sous forme de brume. Il peut servir à humidifier l'air ou à créer une ambiance parfumée dans une pièce. Utilisez uniquement les liquides compatibles et suivez la notice du fabricant. Caractéristiques : Pour l'entretien de l'humidité intérieure : la formulation liée à la santé de la famille dans le texte source n'est pas reprise comme une promesse médicale. Format compact et soigné Base antidérapante indiquée comme sûre Réservoir d'eau indiqué comme résistant à la corrosion La promesse d'hydratation de la peau n'est pas reprise ; l'appareil est décrit uniquement comme humidificateur et diffuseur. Fonction d'humidification ultrasonique Brume réglable selon le modèle Diffusion d'arômes Fonctionnement silencieux selon la fiche Spécifications : Marque : Herzberg Matériaux : PC et polypropylène Bouton tactile : oui Capacité du réservoir";"Herzberg Home & Living";"https://www.msy.be/web/image/product.template/2898/image_1920";"https://www.msy.be/web/image/product.image/31268/image_1920";"https://www.msy.be/web/image/product.image/31276/image_1920";"https://www.msy.be/web/image/product.image/31286/image_1920";"https://www.msy.be/web/image/product.image/31295/image_1920";"";"";"";"";"";"EUR";"21";"1";"1";"6.49";"";"";"";"";"";"";"";"34";"24.99";"Appareils électroménagers";"Électronique";"";"";"0.00";"";"84798997";"CN";"0";"";"";"0.00";"0.00";"";"10.0";"10.0";"10.0";"10.0";"10.0";"10.0";"";"";"";"";"";"";"";"";"";"0";"";"";"";"";"1";"";"";"FR, NL, DE, EN";"MSY Invest";"Belgium";"info@msy.be";"";"";"";"";"";"";"";""
"fr";"HG-8113GRY";"5404035002926";"";"Humidificateur d'air et diffuseur d'huiles essenti";"Cet humidificateur et diffuseur d'huiles essentielles Herzberg utilise des ondes ultrasoniques pour diffuser l'eau et les huiles essentielles du réservoir sous forme de brume. Il peut servir à humidifier l'air ou à créer une ambiance parfumée dans une pièce. Utilisez uniquement les liquides compatibles et suivez la notice du fabricant. Caractéristiques : Pour l'entretien de l'humidité intérieure : la formulation liée à la santé de la famille dans le texte source n'est pas reprise comme une promesse médicale. Format compact et soigné Base antidérapante indiquée comme sûre Réservoir d'eau indiqué comme résistant à la corrosion La promesse d'hydratation de la peau n'est pas reprise ; l'appareil est décrit uniquement comme humidificateur et diffuseur. Fonction d'humidification ultrasonique Brume réglable selon le modèle Diffusion d'arômes Fonctionnement silencieux selon la fiche Spécifications : Marque : Herzberg Matériaux : PC et polypropylène Bouton tactile : oui Capacité du réservoir";"Cet humidificateur et diffuseur d'huiles essentielles Herzberg utilise des ondes ultrasoniques pour diffuser l'eau et les huiles essentielles du réservoir sous forme de brume. Il peut servir à humidifier l'air ou à créer une ambiance parfumée dans une pièce. Utilisez uniquement les liquides compatibles et suivez la notice du fabricant. Caractéristiques : Pour l'entretien de l'humidité intérieure : la formulation liée à la santé de la famille dans le texte source n'est pas reprise comme une promesse médicale. Format compact et soigné Base antidérapante indiquée comme sûre Réservoir d'eau indiqué comme résistant à la corrosion La promesse d'hydratation de la peau n'est pas reprise ; l'appareil est décrit uniquement comme humidificateur et diffuseur. Fonction d'humidification ultrasonique Brume réglable selon le modèle Diffusion d'arômes Fonctionnement silencieux selon la fiche Spécifications : Marque : Herzberg Matériaux : PC et polypropylène Bouton tactile : oui Capacité du réservoir";"Herzberg Home & Living";"https://www.msy.be/web/image/product.template/2898/image_1920";"https://www.msy.be/web/image/product.image/31268/image_1920";"https://www.msy.be/web/image/product.image/31276/image_1920";"https://www.msy.be/web/image/product.image/31286/image_1920";"https://www.msy.be/web/image/product.image/31295/image_1920";"";"";"";"";"";"EUR";"21";"1";"1";"6.49";"";"";"";"";"";"";"";"42";"24.99";"Appareils électroménagers";"Électronique";"";"";"0.00";"";"84798997";"CN";"0";"";"";"0.00";"0.00";"";"10.0";"10.0";"10.0";"10.0";"10.0";"10.0";"";"";"";"";"";"";"";"";"";"0";"";"";"";"";"1";"";"";"FR, NL, DE, EN";"MSY Invest";"Belgium";"info@msy.be";"";"";"";"";"";"";"";""
"fr";"HG-8113LW";"5404035002902";"";"Humidificateur d'air et diffuseur d'huiles essenti";"Cet humidificateur et diffuseur d'huiles essentielles Herzberg utilise des ondes ultrasoniques pour diffuser l'eau et les huiles essentielles du réservoir sous forme de brume. Il peut servir à humidifier l'air ou à créer une ambiance parfumée dans une pièce. Utilisez uniquement les liquides compatibles et suivez la notice du fabricant. Caractéristiques : Pour l'entretien de l'humidité intérieure : la formulation liée à la santé de la famille dans le texte source n'est pas reprise comme une promesse médicale. Format compact et soigné Base antidérapante indiquée comme sûre Réservoir d'eau indiqué comme résistant à la corrosion La promesse d'hydratation de la peau n'est pas reprise ; l'appareil est décrit uniquement comme humidificateur et diffuseur. Fonction d'humidification ultrasonique Brume réglable selon le modèle Diffusion d'arômes Fonctionnement silencieux selon la fiche Spécifications : Marque : Herzberg Matériaux : PC et polypropylène Bouton tactile : oui Capacité du réservoir";"Cet humidificateur et diffuseur d'huiles essentielles Herzberg utilise des ondes ultrasoniques pour diffuser l'eau et les huiles essentielles du réservoir sous forme de brume. Il peut servir à humidifier l'air ou à créer une ambiance parfumée dans une pièce. Utilisez uniquement les liquides compatibles et suivez la notice du fabricant. Caractéristiques : Pour l'entretien de l'humidité intérieure : la formulation liée à la santé de la famille dans le texte source n'est pas reprise comme une promesse médicale. Format compact et soigné Base antidérapante indiquée comme sûre Réservoir d'eau indiqué comme résistant à la corrosion La promesse d'hydratation de la peau n'est pas reprise ; l'appareil est décrit uniquement comme humidificateur et diffuseur. Fonction d'humidification ultrasonique Brume réglable selon le modèle Diffusion d'arômes Fonctionnement silencieux selon la fiche Spécifications : Marque : Herzberg Matériaux : PC et polypropylène Bouton tactile : oui Capacité du réservoir";"Herzberg Home & Living";"https://www.msy.be/web/image/product.template/2898/image_1920";"https://www.msy.be/web/image/product.image/31268/image_1920";"https://www.msy.be/web/image/product.image/31276/image_1920";"https://www.msy.be/web/image/product.image/31286/image_1920";"https://www.msy.be/web/image/product.image/31295/image_1920";"";"";"";"";"";"EUR";"21";"1";"1";"6.49";"";"";"";"";"";"";"";"25";"24.99";"Appareils électroménagers";"Électronique";"";"";"0.00";"";"84798997";"CN";"0";"";"";"0.00";"0.00";"";"10.0";"10.0";"10.0";"10.0";"10.0";"10.0";"";"";"";"";"";"";"";"";"";"0";"";"";"";"";"1";"";"";"FR, NL, DE, EN";"MSY Invest";"Belgium";"info@msy.be";"";"";"";"";"";"";"";""
"fr";"HG-8113WHT";"5404035002919";"";"Humidificateur d'air et diffuseur d'huiles essenti";"Cet humidificateur et diffuseur d'huiles essentielles Herzberg utilise des ondes ultrasoniques pour diffuser l'eau et les huiles essentielles du réservoir sous forme de brume. Il peut servir à humidifier l'air ou à créer une ambiance parfumée dans une pièce. Utilisez uniquement les liquides compatibles et suivez la notice du fabricant. Caractéristiques : Pour l'entretien de l'humidité intérieure : la formulation liée à la santé de la famille dans le texte source n'est pas reprise comme une promesse médicale. Format compact et soigné Base antidérapante indiquée comme sûre Réservoir d'eau indiqué comme résistant à la corrosion La promesse d'hydratation de la peau n'est pas reprise ; l'appareil est décrit uniquement comme humidificateur et diffuseur. Fonction d'humidification ultrasonique Brume réglable selon le modèle Diffusion d'arômes Fonctionnement silencieux selon la fiche Spécifications : Marque : Herzberg Matériaux : PC et polypropylène Bouton tactile : oui Capacité du réservoir";"Cet humidificateur et diffuseur d'huiles essentielles Herzberg utilise des ondes ultrasoniques pour diffuser l'eau et les huiles essentielles du réservoir sous forme de brume. Il peut servir à humidifier l'air ou à créer une ambiance parfumée dans une pièce. Utilisez uniquement les liquides compatibles et suivez la notice du fabricant. Caractéristiques : Pour l'entretien de l'humidité intérieure : la formulation liée à la santé de la famille dans le texte source n'est pas reprise comme une promesse médicale. Format compact et soigné Base antidérapante indiquée comme sûre Réservoir d'eau indiqué comme résistant à la corrosion La promesse d'hydratation de la peau n'est pas reprise ; l'appareil est décrit uniquement comme humidificateur et diffuseur. Fonction d'humidification ultrasonique Brume réglable selon le modèle Diffusion d'arômes Fonctionnement silencieux selon la fiche Spécifications : Marque : Herzberg Matériaux : PC et polypropylène Bouton tactile : oui Capacité du réservoir";"Herzberg Home & Living";"https://www.msy.be/web/image/product.template/2898/image_1920";"https://www.msy.be/web/image/product.image/31268/image_1920";"https://www.msy.be/web/image/product.image/31276/image_1920";"https://www.msy.be/web/image/product.image/31286/image_1920";"https://www.msy.be/web/image/product.image/31295/image_1920";"";"";"";"";"";"EUR";"21";"1";"1";"6.49";"";"";"";"";"";"";"";"43";"24.99";"Appareils électroménagers";"Électronique";"";"";"0.00";"";"84798997";"CN";"0";"";"";"0.00";"0.00";"";"10.0";"10.0";"10.0";"10.0";"10.0";"10.0";"";"";"";"";"";"";"";"";"";"0";"";"";"";"";"1";"";"";"FR, NL, DE, EN";"MSY Invest";"Belgium";"info@msy.be";"";"";"";"";"";"";"";""
"fr";"KT-00131BLK";"5404035001318";"";"I-Kracht KT-00131 : appareil Total Fitness Crunch ";"L'appareil de fitness I-Kracht KT-00131 est une station d'entraînement polyvalente destinée à la maison ou à une salle de sport. Il permet différents exercices, notamment des squats, extensions, fentes, relevés de buste et pompes, selon les capacités de l'utilisateur. Son mécanisme de type équitation, associé à une résistance hydraulique et à une résistance autonome, offre plusieurs possibilités d'entraînement pour la force, l'équilibre, la souplesse et l'endurance. Utilisez l'appareil conformément à la notice et à votre niveau. Le KT-00131 possède un repose-pieds réglable, un siège rembourré et un coussin arrière réglable en hauteur et en angle. Ces réglages permettent d'adapter la position à différents utilisateurs. Les ajustements doivent être effectués avant l'exercice et l'utilisation doit rester adaptée aux capacités de chacun. L'écran LED affiche notamment les calories indiquées par l'appareil pour suivre une séance. La structure métallique est disponible en rouge et argent.";"L'appareil de fitness I-Kracht KT-00131 est une station d'entraînement polyvalente destinée à la maison ou à une salle de sport. Il permet différents exercices, notamment des squats, extensions, fentes, relevés de buste et pompes, selon les capacités de l'utilisateur. Son mécanisme de type équitation, associé à une résistance hydraulique et à une résistance autonome, offre plusieurs possibilités d'entraînement pour la force, l'équilibre, la souplesse et l'endurance. Utilisez l'appareil conformément à la notice et à votre niveau. Le KT-00131 possède un repose-pieds réglable, un siège rembourré et un coussin arrière réglable en hauteur et en angle. Ces réglages permettent d'adapter la position à différents utilisateurs. Les ajustements doivent être effectués avant l'exercice et l'utilisation doit rester adaptée aux capacités de chacun. L'écran LED affiche notamment les calories indiquées par l'appareil pour suivre une séance. La structure métallique est disponible en rouge et argent.";"i-Kracht";"https://www.msy.be/web/image/product.template/2893/image_1920";"https://www.msy.be/web/image/product.image/31211/image_1920";"https://www.msy.be/web/image/product.image/31216/image_1920";"https://www.msy.be/web/image/product.image/31220/image_1920";"https://www.msy.be/web/image/product.image/31221/image_1920";"";"";"";"";"";"EUR";"21";"1";"1";"40.00";"";"";"";"";"";"";"";"268";"199.00";"Remise en forme et sport";"Fitness à domicile";"";"";"0.00";"";"95069190";"CN";"0";"";"";"0.00";"0.00";"50.000";"101.0";"26.0";"20.0";"101.0";"26.0";"20.0";"";"";"";"";"";"";"";"";"";"0";"";"";"";"";"1";"";"";"FR, NL, DE, EN";"MSY Invest";"Belgium";"info@msy.be";"";"";"";"";"";"";"";""
"fr";"KT-00131SLV";"5404035001325";"";"I-Kracht KT-00131 : appareil Total Fitness Crunch ";"L'appareil de fitness I-Kracht KT-00131 est une station d'entraînement polyvalente destinée à la maison ou à une salle de sport. Il permet différents exercices, notamment des squats, extensions, fentes, relevés de buste et pompes, selon les capacités de l'utilisateur. Son mécanisme de type équitation, associé à une résistance hydraulique et à une résistance autonome, offre plusieurs possibilités d'entraînement pour la force, l'équilibre, la souplesse et l'endurance. Utilisez l'appareil conformément à la notice et à votre niveau. Le KT-00131 possède un repose-pieds réglable, un siège rembourré et un coussin arrière réglable en hauteur et en angle. Ces réglages permettent d'adapter la position à différents utilisateurs. Les ajustements doivent être effectués avant l'exercice et l'utilisation doit rester adaptée aux capacités de chacun. L'écran LED affiche notamment les calories indiquées par l'appareil pour suivre une séance. La structure métallique est disponible en rouge et argent.";"L'appareil de fitness I-Kracht KT-00131 est une station d'entraînement polyvalente destinée à la maison ou à une salle de sport. Il permet différents exercices, notamment des squats, extensions, fentes, relevés de buste et pompes, selon les capacités de l'utilisateur. Son mécanisme de type équitation, associé à une résistance hydraulique et à une résistance autonome, offre plusieurs possibilités d'entraînement pour la force, l'équilibre, la souplesse et l'endurance. Utilisez l'appareil conformément à la notice et à votre niveau. Le KT-00131 possède un repose-pieds réglable, un siège rembourré et un coussin arrière réglable en hauteur et en angle. Ces réglages permettent d'adapter la position à différents utilisateurs. Les ajustements doivent être effectués avant l'exercice et l'utilisation doit rester adaptée aux capacités de chacun. L'écran LED affiche notamment les calories indiquées par l'appareil pour suivre une séance. La structure métallique est disponible en rouge et argent.";"i-Kracht";"https://www.msy.be/web/image/product.template/2893/image_1920";"https://www.msy.be/web/image/product.image/31211/image_1920";"https://www.msy.be/web/image/product.image/31216/image_1920";"https://www.msy.be/web/image/product.image/31220/image_1920";"https://www.msy.be/web/image/product.image/31221/image_1920";"";"";"";"";"";"EUR";"21";"1";"1";"40.00";"";"";"";"";"";"";"";"206";"199.00";"Remise en forme et sport";"Fitness à domicile";"";"";"0.00";"";"95069190";"CN";"0";"";"";"0.00";"0.00";"50.000";"101.0";"26.0";"20.0";"101.0";"26.0";"20.0";"";"";"";"";"";"";"";"";"";"0";"";"";"";"";"1";"";"";"FR, NL, DE, EN";"MSY Invest";"Belgium";"info@msy.be";"";"";"";"";"";"";"";""
"fr";"JL-27";"5430003244272";"";"Just Perfecto JL-27 : batterie de cuisine noire 15";"Équipez votre cuisine avec la batterie Just Perfecto JL-27 de 15 pièces . Les récipients en aluminium moulé, le revêtement antiadhésif et la finition granit noir facilitent la préparation et l’entretien. L’ensemble est compatible avec l’induction, le gaz, la vitrocéramique et les plaques électriques.";"Équipez votre cuisine avec la batterie Just Perfecto JL-27 de 15 pièces . Les récipients en aluminium moulé, le revêtement antiadhésif et la finition granit noir facilitent la préparation et l’entretien. L’ensemble est compatible avec l’induction, le gaz, la vitrocéramique et les plaques électriques.";"Just Perfecto";"https://www.msy.be/web/image/product.template/3522/image_1920";"https://www.msy.be/web/image/product.image/36899/image_1920";"https://www.msy.be/web/image/product.image/36900/image_1920";"https://www.msy.be/web/image/product.image/36901/image_1920";"https://www.msy.be/web/image/product.image/36902/image_1920";"";"";"";"";"";"EUR";"21";"1";"1";"55.35";"";"";"";"";"";"";"";"733";"221.40";"Cuisine & Vaisselle";"Batterie de cuisine";"";"";"9.35";"";"76151080";"CN";"0";"";"";"9.35";"9.35";"50.000";"60.0";"37.0";"23.0";"60.0";"37.0";"23.0";"";"";"";"";"";"";"";"";"";"0";"";"";"";"";"1";"";"";"FR, NL, DE, EN";"MSY Invest";"Belgium";"info@msy.be";"";"";"";"";"";"";"";""
"fr";"JL-28";"5430003244289";"";"Just Perfecto JL-28 : Batterie de cuisine effet gr";"Cuisinez en toute confiance grâce à la batterie de cuisine en granit Just Perfecto JL-28 de 15 pièces . Conçu en fonte d'aluminium durable et un revêtement granit ultra antiadhésif 5x, il assure une cuisson parfaite avec moins d'huile. Prêt pour l'induction, élégant et facile à nettoyer, conçu pour à la fois la beauté et la performance dans votre cuisine.";"Cuisinez en toute confiance grâce à la batterie de cuisine en granit Just Perfecto JL-28 de 15 pièces . Conçu en fonte d'aluminium durable et un revêtement granit ultra antiadhésif 5x, il assure une cuisson parfaite avec moins d'huile. Prêt pour l'induction, élégant et facile à nettoyer, conçu pour à la fois la beauté et la performance dans votre cuisine.";"Just Perfecto";"https://www.msy.be/web/image/product.template/2022/image_1920";"https://www.msy.be/web/image/product.image/36368/image_1920";"https://www.msy.be/web/image/product.image/36376/image_1920";"https://www.msy.be/web/image/product.image/36380/image_1920";"https://www.msy.be/web/image/product.image/36387/image_1920";"";"";"";"";"";"EUR";"21";"1";"1";"55.35";"";"";"";"";"";"";"";"437";"221.40";"Cuisine & Vaisselle";"Batterie de cuisine";"";"";"9.35";"";"76151080";"CN";"0";"";"";"9.35";"9.35";"50.000";"60.0";"37.0";"23.0";"60.0";"37.0";"23.0";"";"";"";"";"";"";"";"";"";"0";"";"";"";"";"1";"";"";"FR, NL, DE, EN";"MSY Invest";"Belgium";"info@msy.be";"";"";"";"";"";"";"";""
"fr";"JL-32";"5430003244326";"";"Just Perfecto JL-32 : batterie de cuisine noire en";"La batterie de cuisine Just Perfecto JL-32 en granit offre une chauffe régulière et une surface antiadhésive en céramique sans PTFE. Compatible avec les principaux types de plaques, y compris l’induction, elle convient aux préparations quotidiennes et se nettoie facilement à la main.";"La batterie de cuisine Just Perfecto JL-32 en granit offre une chauffe régulière et une surface antiadhésive en céramique sans PTFE. Compatible avec les principaux types de plaques, y compris l’induction, elle convient aux préparations quotidiennes et se nettoie facilement à la main.";"Just Perfecto";"https://www.msy.be/web/image/product.template/2028/image_1920";"https://www.msy.be/web/image/product.image/36916/image_1920";"https://www.msy.be/web/image/product.image/36915/image_1920";"https://www.msy.be/web/image/product.image/36908/image_1920";"https://www.msy.be/web/image/product.image/36909/image_1920";"";"";"";"";"";"EUR";"21";"1";"1";"37.80";"";"";"";"";"";"";"";"921";"151.20";"Cuisine & Vaisselle";"Batterie de cuisine";"";"";"4.30";"";"76151080";"CN";"0";"";"";"4.30";"4.30";"31.790";"55.0";"34.0";"17.0";"55.0";"34.0";"17.0";"";"";"";"";"";"";"";"";"";"0";"";"";"";"";"1";"";"";"FR, NL, DE, EN";"MSY Invest";"Belgium";"info@msy.be";"";"";"";"";"";"";"";""
"fr";"JL-33";"5430003244333";"";"Just Perfecto JL-33 : cocotte 24 cm avec couvercle";"La JL-33 est destinée aux soupes, ragoûts et préparations compatibles avec son volume réel, non indiqué dans la source. Ne pas l'utiliser au four tant que la notice ne l'autorise pas explicitement.";"La JL-33 est destinée aux soupes, ragoûts et préparations compatibles avec son volume réel, non indiqué dans la source. Ne pas l'utiliser au four tant que la notice ne l'autorise pas explicitement.";"Just Perfecto";"https://www.msy.be/web/image/product.template/3525/image_1920";"https://www.msy.be/web/image/product.image/36933/image_1920";"https://www.msy.be/web/image/product.image/36934/image_1920";"https://www.msy.be/web/image/product.image/36935/image_1920";"https://www.msy.be/web/image/product.image/36936/image_1920";"";"";"";"";"";"EUR";"21";"1";"1";"13.50";"";"";"";"";"";"";"";"555";"";"Cuisine & Vaisselle";"Batterie de cuisine";"";"";"2.00";"";"76151080";"CN";"0";"";"";"2.00";"2.00";"13.230";"35.0";"27.0";"14.0";"35.0";"27.0";"14.0";"";"";"";"";"";"";"";"";"";"0";"";"";"";"";"1";"";"";"FR, NL, DE, EN";"MSY Invest";"Belgium";"info@msy.be";"";"";"";"";"";"";"";""
